UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry ,NotifierType
ICID00035196,2019-07-30,Allergens,Cereals & Bakery Products,United Kingdom (GB),Local Authority
ICID00035197,2019-07-30,Adulteration / Fraud,Prepared Dishes & Snacks,United Kingdom (GB),National Food Crime Unit (NFCU)
ICID00035198,2019-07-31,Mycotoxins,Nuts / Nut Products / Seeds,China (CX),Border Inspection Posts (BIPs)
ICID00035199,2019-07-30,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Uruguay (UY),Border Inspection Posts (BIPs)
ICID00035200,2019-07-31,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),Local Authority
ICID00035201,2019-07-31,Heavy Metals,Fish & Fish Products,Spain (ES),RASFF
ICID00035202,2019-07-31,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs)
ICID00035203,2019-07-31,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs)
ICID00035204,2019-07-31,Chemical Contamination (other),Fish & Fish Products,United Kingdom (GB),Local Authority
ICID00035205,2019-07-31,Mycotoxins,Nuts / Nut Products / Seeds,China (CX),Border Inspection Posts (BIPs)
ICID00035206,2019-07-31,Industrial Contaminants,Fats & Oils,Ghana (GH),RASFF
ICID00035207,2019-07-31,Non-Pathogenic Micro-Organisims,Other Food Product / Mixed,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00035208,2019-07-31,Chemical Contamination (other),Meat & Meat Products (other than poultry),France (FR),European Commission (EC)
ICID00035209,2019-07-31,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Poland (PL),European Commission (EC)
